restaurant_id,restaurant_name,[restaurant_name],food_type,[food_type],city_name,[city_name],rating
257,bakers square restaurant & pie,bakers:::square:::restaurant:::&:::pie:::,american,american:::,san francisco,san:::francisco:::,2.0
258,bakers square restaurant & pies,bakers:::square:::restaurant:::&:::pies:::,american,american:::,san bruno,san:::bruno:::,3.0
259,dunville market,dunville:::market:::,american,american:::,hollister,hollister:::,2.7
260,flames,flames:::,american,american:::,san jose,san:::jose:::,2.3
261,birks,birks:::,american,american:::,santa clara,santa:::clara:::,2.3
262,mixx-an american bistro,mixx-an:::american:::bistro:::,american,american:::,santa rosa,santa:::rosa:::,2.8
263,empire tap room,empire:::tap:::room:::,american,american:::,palo alto,palo:::alto:::,3.1
264,94th aero squadron,94th:::aero:::squadron:::,american,american:::,san jose,san:::jose:::,3.0
265,t.g.i.friday,t.g.i.friday:::,american,american:::,pleasanton,pleasanton:::,2.8
266,applebees,applebees:::,american,american:::,livermore,livermore:::,2.3
267,pleasanton hotel,pleasanton:::hotel:::,american,american:::,pleasanton,pleasanton:::,3.5
268,sky kitchen,sky:::kitchen:::,american,american:::,san carlos,san:::carlos:::,2.0
269,peggy sues,peggy:::sues:::,american,american:::,san jose,san:::jose:::,2.0
270,harbor 15,harbor:::15:::,american,american:::,san rafael,san:::rafael:::,2.0
271,pearls cafe,pearls:::cafe:::,american,american:::,fremont,fremont:::,3.2
272,banta inn,banta:::inn:::,american,american:::,banta,banta:::,2.0
273,green mill inn,green:::mill:::inn:::,american,american:::,pengrove,pengrove:::,2.7
274,bagdad cafe,bagdad:::cafe:::,american,american:::,san francisco,san:::francisco:::,3.2
275,little orphan andys,little:::orphan:::andys:::,american,american:::,san francisco,san:::francisco:::,2.6
276,tuba garden,tuba:::garden:::,american,american:::,san francisco,san:::francisco:::,2.3
277,sorcis restaurant,sorcis:::restaurant:::,american,american:::,morgan hill,morgan:::hill:::,2.5
278,kellys restaurant,kellys:::restaurant:::,american,american:::,antioch,antioch:::,3.0
280,parkside restaurant,parkside:::restaurant:::,american,american:::,san francisco,san:::francisco:::,2.7
281,ridge side cafe,ridge:::side:::cafe:::,american,american:::,portola valley,portola:::valley:::,2.7
282,kenwood restaurant & bar,kenwood:::restaurant:::&:::bar:::,american,american:::,kenwood,kenwood:::,3.0
283,buckley lodge,buckley:::lodge:::,american,american:::,kenwood,kenwood:::,3.3
284,broiler express,broiler:::express:::,american,american:::,san carlos,san:::carlos:::,2.3
285,union hotel,union:::hotel:::,american,american:::,benicia,benicia:::,3.4
286,planet hollywood,planet:::hollywood:::,american,american:::,san francisco,san:::francisco:::,2.3
287,harbor fifteen,harbor:::fifteen:::,american,american:::,san rafael,san:::rafael:::,2.0
288,villa coffee shop,villa:::coffee:::shop:::,american,american:::,san mateo,san:::mateo:::,2.7
289,allied arts guild,allied:::arts:::guild:::,american,american:::,menlo park,menlo:::park:::,2.7
290,red tractor cafe,red:::tractor:::cafe:::,american,american:::,oakland,oakland:::,2.3
291,marie callenders restaurant & bakery,marie:::callenders:::restaurant:::&:::bakery:::,american,american:::,sunnyvale,sunnyvale:::,2.3
292,ricks,ricks:::,american,american:::,san francisco,san:::francisco:::,2.7
293,chili great chili,chili:::great:::chili:::,american,american:::,pacific grove,pacific:::grove:::,2.0
294,goodie goodie cafe,goodie:::goodie:::cafe:::,american,american:::,san francisco,san:::francisco:::,2.0
295,bandera,bandera:::,american,american:::,los altos,los:::altos:::,3.6
296,sophies cookhouse,sophies:::cookhouse:::,american,american:::,san francisco,san:::francisco:::,2.3
297,big horn,big:::horn:::,american,american:::,san ramon,san:::ramon:::,2.3
298,julie rings heart & soul,julie:::rings:::heart:::&:::soul:::,american,american:::,san francisco,san:::francisco:::,2.7
299,home plate,home:::plate:::,american,american:::,san francisco,san:::francisco:::,3.0
300,brandons of saratoga,brandons:::of:::saratoga:::,american,american:::,saratoga,saratoga:::,3.4
301,alexis,alexis:::,american,american:::,san jose,san:::jose:::,2.3
302,shelbys,shelbys:::,american,american:::,orinda,orinda:::,2.0
303,birks,birks:::,american,american:::,santa clara,santa:::clara:::,2.0
304,julie rings heart & soul,julie:::rings:::heart:::&:::soul:::,american,american:::,san francisco,san:::francisco:::,3.0
305,maxs opera cafe of burlingame,maxs:::opera:::cafe:::of:::burlingame:::,american,american:::,burlingame,burlingame:::,2.6
306,bills cafe,bills:::cafe:::,american,american:::,san jose,san:::jose:::,2.8
307,applebees,applebees:::,american,american:::,gilroy,gilroy:::,2.0
308,zuni cafe,zuni:::cafe:::,american,american:::,san francisco,san:::francisco:::,2.3
309,fridays,fridays:::,american,american:::,oakland,oakland:::,2.0
310,jims country style restaurant,jims:::country:::style:::restaurant:::,american,american:::,pleasanton,pleasanton:::,2.7
311,hobees california restaurant,hobees:::california:::restaurant:::,american,american:::,emeryville,emeryville:::,2.3
312,lehr brothers bistro and grill,lehr:::brothers:::bistro:::and:::grill:::,american,american:::,san francisco,san:::francisco:::,3.2
313,mankas inverness lodge,mankas:::inverness:::lodge:::,american,american:::,inverness,inverness:::,3.5
314,the flying boar,the:::flying:::boar:::,american,american:::,napa,napa:::,2.0
315,faz,faz:::,american,american:::,pleasanton,pleasanton:::,2.0
316,bakers square,bakers:::square:::,american,american:::,concord,concord:::,2.3
317,savoy at the boundry oak,savoy:::at:::the:::boundry:::oak:::,american,american:::,walnut creek,walnut:::creek:::,3.0
318,blue sky cafe,blue:::sky:::cafe:::,american,american:::,mountain view,mountain:::view:::,3.0
319,country waffles,country:::waffles:::,american,american:::,benicia,benicia:::,2.6
320,encore cafe,encore:::cafe:::,american,american:::,morgan hill,morgan:::hill:::,4.2
321,courtyard cafe,courtyard:::cafe:::,american,american:::,alameda,alameda:::,2.7
322,star rockets,star:::rockets:::,american,american:::,mountain view,mountain:::view:::,2.3
323,johns grill,johns:::grill:::,american,american:::,san francisco,san:::francisco:::,3.5
324,tadich grill,tadich:::grill:::,american,american:::,san francisco,san:::francisco:::,2.6
325,hard rock cafe,hard:::rock:::cafe:::,american,american:::,san francisco,san:::francisco:::,2.3
326,maxs opera cafe,maxs:::opera:::cafe:::,american,american:::,san francisco,san:::francisco:::,2.3
327,vals redwood room,vals:::redwood:::room:::,american,american:::,daly city,daly:::city:::,2.5
328,maxs opera cafe,maxs:::opera:::cafe:::,american,american:::,walnut creek,walnut:::creek:::,3.2
329,star,star:::,american,american:::,fremont,fremont:::,3.4
330,the restaurant at convict lake,the:::restaurant:::at:::convict:::lake:::,american,american:::,mammoth lakes,mammoth:::lakes:::,2.0
331,the mogul,the:::mogul:::,american,american:::,mammoth lakes,mammoth:::lakes:::,2.7
332,eugenes bay view bar and restaurant,eugenes:::bay:::view:::bar:::and:::restaurant:::,american,american:::,larkspur,larkspur:::,2.7
333,millies kitchen,millies:::kitchen:::,american,american:::,lafayette,lafayette:::,2.6
334,bix,bix:::,american,american:::,san francisco,san:::francisco:::,3.3
335,powells place,powells:::place:::,american,american:::,san francisco,san:::francisco:::,2.3
336,buttercup pantry,buttercup:::pantry:::,american,american:::,pleasanton,pleasanton:::,2.0
337,buttercup pantry,buttercup:::pantry:::,american,american:::,pleasanton,pleasanton:::,2.3
338,bear republic brewing co.,inc.,bear:::republic:::brewing:::co.::::::inc.:::,american,american:::,healdsburg,healdsburg:::,2.0
339,mecca,mecca:::,american,american:::,san francisco,san:::francisco:::,3.3
340,alexs restaurant & pub,alexs:::restaurant:::&:::pub:::,american,american:::,calistoga,calistoga:::,2.0
341,sneakers pub & grill,sneakers:::pub:::&:::grill:::,american,american:::,san carlos,san:::carlos:::,3.3
342,cinnabar,cinnabar:::,american,american:::,calistoga,calistoga:::,2.0
343,mimis cafe,mimis:::cafe:::,american,american:::,san jose,san:::jose:::,2.7
344,del monte express,del:::monte:::express:::,american,american:::,monterey,monterey:::,2.0
345,crescent park grill,crescent:::park:::grill:::,american,american:::,palo alto,palo:::alto:::,2.7
346,caprices restaurant & cafe,caprices:::restaurant:::&:::cafe:::,american,american:::,burlingame,burlingame:::,2.7
347,chilis grill & bar,chilis:::grill:::&:::bar:::,american,american:::,san bruno,san:::bruno:::,2.0
348,meharrys,meharrys:::,american,american:::,san francisco,san:::francisco:::,2.0
349,two fools cafe & market,two:::fools:::cafe:::&:::market:::,american,american:::,half moon bay,half:::moon:::bay:::,2.6
350,tradewinds,tradewinds:::,american,american:::,fort bragg,fort:::bragg:::,2.5
351,elephant bar,elephant:::bar:::,american,american:::,burlingame,burlingame:::,2.3
352,claim jumper,claim:::jumper:::,american,american:::,concord,concord:::,2.7
353,the montclair eggshop,the:::montclair:::eggshop:::,american,american:::,oakland,oakland:::,2.3
354,camerons restaurant and inn,camerons:::restaurant:::and:::inn:::,american,american:::,half moon bay,half:::moon:::bay:::,2.0
355,swan court cafe,swan:::court:::cafe:::,american,american:::,milpitas,milpitas:::,2.0
356,the hogs breath inn,the:::hogs:::breath:::inn:::,american,american:::,carmel,carmel:::,2.7
357,mission ranch,mission:::ranch:::,american,american:::,carmel,carmel:::,2.7
358,elysium cafe,elysium:::cafe:::,american,american:::,san francisco,san:::francisco:::,3.6
359,spoons restaurant,spoons:::restaurant:::,arabic,arabic:::,fremont,fremont:::,2.9
360,noors cafe,noors:::cafe:::,arabic,arabic:::,san francisco,san:::francisco:::,2.0
361,pasha,pasha:::,arabic,arabic:::,san francisco,san:::francisco:::,2.1
362,the grapeleaf restaurant,the:::grapeleaf:::restaurant:::,arabic,arabic:::,san francisco,san:::francisco:::,3.0
363,sunrise deli,sunrise:::deli:::,arabic,arabic:::,san francisco,san:::francisco:::,2.7
364,the armenian gourmet,the:::armenian:::gourmet:::,armenian,armenian:::,sunnyvale,sunnyvale:::,3.4
365,lucky dragon,lucky:::dragon:::,asian,asian:::,aptos,aptos:::,2.3
366,pacific rim buffet,pacific:::rim:::buffet:::,asian,asian:::,aptos,aptos:::,2.0
367,fung lum restaurant,fung:::lum:::restaurant:::,asian,asian:::,campbell,campbell:::,2.4
368,house of orient,house:::of:::orient:::,asian,asian:::,campbell,campbell:::,2.0
369,oriental garden restaurant,oriental:::garden:::restaurant:::,asian,asian:::,campbell,campbell:::,2.0
370,masayukis,masayukis:::,asian,asian:::,capitola,capitola:::,2.0
371,wok west,wok:::west:::,asian,asian:::,capitola,capitola:::,2.0
372,oriental kitchen,oriental:::kitchen:::,asian,asian:::,colma,colma:::,2.0
373,lotus garden,lotus:::garden:::,asian,asian:::,foster city,foster:::city:::,2.5
374,yet wah restaurant,yet:::wah:::restaurant:::,asian,asian:::,foster city,foster:::city:::,2.8
375,mings kitchen,mings:::kitchen:::,asian,asian:::,los gatos,los:::gatos:::,2.3
376,yeung shing restaurant,yeung:::shing:::restaurant:::,asian,asian:::,los gatos,los:::gatos:::,2.0
377,chef wang restaurant,chef:::wang:::restaurant:::,asian,asian:::,millbrae,millbrae:::,3.0
378,fung jen palace,fung:::jen:::palace:::,asian,asian:::,milpitas,milpitas:::,2.4
379,hong kong garden restaurant,hong:::kong:::garden:::restaurant:::,asian,asian:::,milpitas,milpitas:::,2.0
380,hungkee garden restaurant,hungkee:::garden:::restaurant:::,asian,asian:::,milpitas,milpitas:::,1.5
381,jangtu soondae restaurant,jangtu:::soondae:::restaurant:::,asian,asian:::,milpitas,milpitas:::,2.0
382,manila chopsticks,manila:::chopsticks:::,asian,asian:::,milpitas,milpitas:::,2.0
383,pho 909 restaurant,pho:::909:::restaurant:::,asian,asian:::,milpitas,milpitas:::,2.0
384,pho super bowl,pho:::super:::bowl:::,asian,asian:::,milpitas,milpitas:::,3.5
385,pho world,pho:::world:::,asian,asian:::,milpitas,milpitas:::,2.8
386,the new orient,the:::new:::orient:::,asian,asian:::,milpitas,milpitas:::,2.3
387,chef wang,chef:::wang:::,asian,asian:::,mountain view,mountain:::view:::,3.3
388,pedro point restaurant,pedro:::point:::restaurant:::,asian,asian:::,pacifica,pacifica:::,3.3
389,chins restaurant,chins:::restaurant:::,asian,asian:::,redwood city,redwood:::city:::,2.3
390,ling nam noodle house,ling:::nam:::noodle:::house:::,asian,asian:::,south san francisco,south:::san:::francisco:::,2.0
391,bamboo garden,bamboo:::garden:::,asian,asian:::,san bruno,san:::bruno:::,2.0
392,fon yong restaurant,fon:::yong:::restaurant:::,asian,asian:::,san bruno,san:::bruno:::,2.0
393,golden palace restaurant,golden:::palace:::restaurant:::,asian,asian:::,san bruno,san:::bruno:::,2.0
394,grandehos hibachi,grandehos:::hibachi:::,asian,asian:::,san bruno,san:::bruno:::,2.0
395,luck jade restaurant,luck:::jade:::restaurant:::,asian,asian:::,san bruno,san:::bruno:::,2.0
396,wangs house,wangs:::house:::,asian,asian:::,san bruno,san:::bruno:::,2.3
397,chus garden restaurant,chus:::garden:::restaurant:::,asian,asian:::,san carlos,san:::carlos:::,2.7
398,uncle chen restaurant,uncle:::chen:::restaurant:::,asian,asian:::,san carlos,san:::carlos:::,3.3
399,anh dao restaurant,anh:::dao:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
400,bac huong restaurant,bac:::huong:::restaurant:::,asian,asian:::,san jose,san:::jose:::,3.0
401,binh minh restaurant,binh:::minh:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
402,chau kee restaurant,chau:::kee:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
403,dac phuc restaurant,dac:::phuc:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.3
404,hoa xuan restaurant,hoa:::xuan:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
405,kowloon kitchen,kowloon:::kitchen:::,asian,asian:::,san jose,san:::jose:::,2.0
406,lai lai restaurant,lai:::lai:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
407,long hai restaurant,long:::hai:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
408,long hoa restaurant,long:::hoa:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
409,lung wah restaurant,lung:::wah:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
410,nha thanh restaurant,nha:::thanh:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
411,paradise oriental restaurant,paradise:::oriental:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
412,pho 90 restaurant,pho:::90:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
413,pho hien,pho:::hien:::,asian,asian:::,san jose,san:::jose:::,2.0
414,pho hoang restaurant,pho:::hoang:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
415,pho thanh hien restaurant,pho:::thanh:::hien:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
416,quang da restaurant,quang:::da:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
417,sanuki restaurant,sanuki:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
418,song tien restaurant,song:::tien:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
419,soong soong restaurant,soong:::soong:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
420,thanh ha,thanh:::ha:::,asian,asian:::,san jose,san:::jose:::,2.0
421,thanh ha com chay,thanh:::ha:::com:::chay:::,asian,asian:::,san jose,san:::jose:::,2.0
422,thanh huong ii,thanh:::huong:::ii:::,asian,asian:::,san jose,san:::jose:::,2.0
423,thanh son tofu che hien khanh,thanh:::son:::tofu:::che:::hien:::khanh:::,asian,asian:::,san jose,san:::jose:::,2.0
424,thanh van ii restaurant,thanh:::van:::ii:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
425,vung tau restaurant,vung:::tau:::restaurant:::,asian,asian:::,san jose,san:::jose:::,1.8
426,yeungs sung yuan restaurant,yeungs:::sung:::yuan:::restaurant:::,asian,asian:::,san jose,san:::jose:::,2.0
427,new kwok wah,new:::kwok:::wah:::,asian,asian:::,san mateo,san:::mateo:::,2.0
428,the pot sticker,the:::pot:::sticker:::,asian,asian:::,san mateo,san:::mateo:::,2.7
429,viet hung restaurant,viet:::hung:::restaurant:::,asian,asian:::,san mateo,san:::mateo:::,2.0
430,mister go ii oriental cuisine,mister:::go:::ii:::oriental:::cuisine:::,asian,asian:::,santa clara,santa:::clara:::,2.0
431,pho hoa,pho:::hoa:::,asian,asian:::,santa clara,santa:::clara:::,2.5
432,sham hing restaurant,sham:::hing:::restaurant:::,asian,asian:::,santa clara,santa:::clara:::,2.0
433,sus mongolian b b,sus:::mongolian:::b:::b:::,asian,asian:::,santa clara,santa:::clara:::,3.0
434,asian rose restaurant,asian:::rose:::restaurant:::,asian,asian:::,santa cruz,santa:::cruz:::,3.2
435,asian rose restaurant,asian:::rose:::restaurant:::,asian,asian:::,santa cruz,santa:::cruz:::,2.8
436,bamboo restaurant,bamboo:::restaurant:::,asian,asian:::,santa cruz,santa:::cruz:::,2.0
437,mei garden restaurant,mei:::garden:::restaurant:::,asian,asian:::,santa cruz,santa:::cruz:::,2.0
438,mei garden restaurant,mei:::garden:::restaurant:::,asian,asian:::,scotts valley,scotts:::valley:::,2.3
439,golden buddha restaurant,golden:::buddha:::restaurant:::,asian,asian:::,soquel,soquel:::,2.8
440,orient expresso,orient:::expresso:::,asian,asian:::,soquel,soquel:::,2.0
441,wee ming restaurant,wee:::ming:::restaurant:::,asian,asian:::,soquel,soquel:::,2.0
442,chef chen,chef:::chen:::,asian,asian:::,sunnyvale,sunnyvale:::,2.0
443,king wah restaurant,king:::wah:::restaurant:::,asian,asian:::,sunnyvale,sunnyvale:::,2.3
444,pho golden bowl restaurant,pho:::golden:::bowl:::restaurant:::,asian,asian:::,sunnyvale,sunnyvale:::,2.7
445,pho xe lua noodle house,pho:::xe:::lua:::noodle:::house:::,asian,asian:::,sunnyvale,sunnyvale:::,2.0
446,phu hai restaurant,phu:::hai:::restaurant:::,asian,asian:::,sunnyvale,sunnyvale:::,2.0
447,the new orient,the:::new:::orient:::,asian,asian:::,sunnyvale,sunnyvale:::,2.0
448,the house,the:::house:::,asian,asian:::,san francisco,san:::francisco:::,3.9
449,oriental express,oriental:::express:::,asian,asian:::,sebastopol,sebastopol:::,2.0
450,oriental pearl restaurant,oriental:::pearl:::restaurant:::,asian,asian:::,san francisco,san:::francisco:::,2.0
451,oriental restaurant,oriental:::restaurant:::,asian,asian:::,san francisco,san:::francisco:::,2.0
452,oriental seafood restaurant,oriental:::seafood:::restaurant:::,asian,asian:::,san francisco,san:::francisco:::,2.0
453,wanton house,wanton:::house:::,asian,asian:::,santa clara,santa:::clara:::,2.3
454,chicken bowl,chicken:::bowl:::,asian,asian:::,santa clara,santa:::clara:::,2.0
455,sticks,sticks:::,asian,asian:::,santa clara,santa:::clara:::,3.0
456,betelnut pejiu wu,betelnut:::pejiu:::wu:::,asian,asian:::,san francisco,san:::francisco:::,3.6
457,season buffet,season:::buffet:::,asian,asian:::,newark,newark:::,2.2
458,lhasa moon,lhasa:::moon:::,asian,asian:::,san francisco,san:::francisco:::,3.0
459,crustacean,crustacean:::,asian,asian:::,san francisco,san:::francisco:::,3.0
460,ru lepic,ru:::lepic:::,asian,asian:::,san francisco,san:::francisco:::,2.7
461,crustacean,crustacean:::,asian,asian:::,san francisco,san:::francisco:::,2.0
462,bok choy asian market cafe,bok:::choy:::asian:::market:::cafe:::,asian,asian:::,palo alto,palo:::alto:::,3.6
463,s & b,s:::&:::b:::,bbq,bbq:::,san mateo,san:::mateo:::,2.7
464,boogie woogie bagel boy,boogie:::woogie:::bagel:::boy:::,bagels,bagels:::,alameda,alameda:::,2.7
465,lox stock & bagel,lox:::stock:::&:::bagel:::,bagels,bagels:::,berkeley,berkeley:::,2.0
466,lox stock & bagel,lox:::stock:::&:::bagel:::,bagels,bagels:::,berkeley,berkeley:::,2.0
467,noahs bagels,noahs:::bagels:::,bagels,bagels:::,berkeley,berkeley:::,3.8
468,lox stock & bagel inc,lox:::stock:::&:::bagel:::inc:::,bagels,bagels:::,emeryville,emeryville:::,2.0
469,noahs new york bagels,noahs:::new:::york:::bagels:::,bagels,bagels:::,emeryville,emeryville:::,2.0
470,the posh bagel,the:::posh:::bagel:::,bagels,bagels:::,los altos,los:::altos:::,3.4
471,the posh bagel,the:::posh:::bagel:::,bagels,bagels:::,los gatos,los:::gatos:::,3.0
472,the posh bagel,the:::posh:::bagel:::,bagels,bagels:::,menlo park,menlo:::park:::,2.0
473,morgan hill bagel house,morgan:::hill:::bagel:::house:::,bagels,bagels:::,morgan hill,morgan:::hill:::,3.0
474,the better bagel,the:::better:::bagel:::,bagels,bagels:::,mountain view,mountain:::view:::,2.4
475,that bagel place,that:::bagel:::place:::,bagels,bagels:::,napa,napa:::,2.0
476,the bagel adventure,the:::bagel:::adventure:::,bagels,bagels:::,napa,napa:::,1.7
477,lox stock & bagel,lox:::stock:::&:::bagel:::,bagels,bagels:::,oakland,oakland:::,2.0
478,suzys lox & bagel,suzys:::lox:::&:::bagel:::,bagels,bagels:::,oakland,oakland:::,2.0
479,bagel works,bagel:::works:::,bagels,bagels:::,palo alto,palo:::alto:::,3.7
480,bagel,bagel:::,bagels,bagels:::,san francisco,san:::francisco:::,2.7
481,the bagelry,the:::bagelry:::,bagels,bagels:::,santa cruz,santa:::cruz:::,2.3
482,the bagelry,the:::bagelry:::,bagels,bagels:::,santa cruz,santa:::cruz:::,2.8
483,broadway bagels,broadway:::bagels:::,bagels,bagels:::,saratoga,saratoga:::,2.0
484,saratoga bagels,saratoga:::bagels:::,bagels,bagels:::,saratoga,saratoga:::,2.2
485,the bagelry,the:::bagelry:::,bagels,bagels:::,soquel,soquel:::,2.0
486,phil a bagel,phil:::a:::bagel:::,bagels,bagels:::,walnut creek,walnut:::creek:::,2.7
487,noahs bagels,noahs:::bagels:::,bagels,bagels:::,los gatos,los:::gatos:::,3.1
488,brothers bagels,brothers:::bagels:::,bagels,bagels:::,berkeley,berkeley:::,2.0
489,sonoma valley bagel co,sonoma:::valley:::bagel:::co:::,bagels,bagels:::,santa rosa,santa:::rosa:::,3.0
490,sonoma valley bagel co,sonoma:::valley:::bagel:::co:::,bagels,bagels:::,santa rosa,santa:::rosa:::,2.0
491,home grown bagels bakery & restaurant,home:::grown:::bagels:::bakery:::&:::restaurant:::,bagels,bagels:::,sonoma,sonoma:::,2.0
492,homegrown bagels bakery & restaurant,homegrown:::bagels:::bakery:::&:::restaurant:::,bagels,bagels:::,sonoma,sonoma:::,2.0
493,noahs new york bagels,noahs:::new:::york:::bagels:::,bagels,bagels:::,palo alto,palo:::alto:::,2.6
494,house of bagels,house:::of:::bagels:::,bagels,bagels:::,palo alto,palo:::alto:::,4.0
495,house of bagels,house:::of:::bagels:::,bagels,bagels:::,burlingame,burlingame:::,2.7
496,the bagelry,the:::bagelry:::,bagels,bagels:::,san francisco,san:::francisco:::,3.0
497,noahs bagels,noahs:::bagels:::,bagels,bagels:::,alameda,alameda:::,2.7
498,berrys pastry shop,berrys:::pastry:::shop:::,bakery,bakery:::,antioch,antioch:::,2.0
499,windmill family restaurant & bakery,windmill:::family:::restaurant:::&:::bakery:::,bakery,bakery:::,antioch,antioch:::,2.0
500,renees bakery,renees:::bakery:::,bakery,bakery:::,aptos,aptos:::,2.0
501,hello croissant,hello:::croissant:::,bakery,bakery:::,berkeley,berkeley:::,2.0
502,windmill family restaurant & bakery,windmill:::family:::restaurant:::&:::bakery:::,bakery,bakery:::,bethel island,bethel:::island:::,2.0
503,gayles bakery & rosticceria,gayles:::bakery:::&:::rosticceria:::,bakery,bakery:::,capitola,capitola:::,3.0
504,granny engs donut & bakery,granny:::engs:::donut:::&:::bakery:::,bakery,bakery:::,daly city,daly:::city:::,2.0
505,paradise bakery,paradise:::bakery:::,bakery,bakery:::,el cerrito,el:::cerrito:::,2.0
506,muffin treat,muffin:::treat:::,bakery,bakery:::,fairfield,fairfield:::,2.0
507,conrads pastries,conrads:::pastries:::,bakery,bakery:::,felton,felton:::,2.0
508,creative croissants,creative:::croissants:::,bakery,bakery:::,martinez,martinez:::,2.8
509,marthas pastries,marthas:::pastries:::,bakery,bakery:::,menlo park,menlo:::park:::,2.0
510,gold ribbon bakeshop & restaurant,gold:::ribbon:::bakeshop:::&:::restaurant:::,bakery,bakery:::,milpitas,milpitas:::,2.0
511,villa corona bakery,villa:::corona:::bakery:::,bakery,bakery:::,napa,napa:::,2.0
512,la brasserie,la:::brasserie:::,bakery,bakery:::,oakland,oakland:::,2.7
513,ruby king bakery,ruby:::king:::bakery:::,bakery,bakery:::,oakland,oakland:::,2.0
514,fairmont bake shop,fairmont:::bake:::shop:::,bakery,bakery:::,pacifica,pacifica:::,2.0
515,palo alto baking co.,palo:::alto:::baking:::co.:::,bakery,bakery:::,palo alto,palo:::alto:::,3.8
